App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Jetpack Joyride,GAME,4.4,4638163.0,96M,100000000.0,Free,0.0,Everyone 10+,Arcade,2018-07-19,1.10.12,4.1 and up
Farm Heroes Saga,GAME,4.4,7614407.0,70M,100000000.0,Free,0.0,Everyone,Casual,2018-07-26,5.1.8,2.3 and up
Racing in Car 2,GAME,4.3,234110.0,38M,50000000.0,Free,0.0,Everyone,Racing,2016-11-22,1,2.3.3 and up
Dog Run - Pet Dog Simulator,GAME,4.7,48615.0,24M,10000000.0,Free,0.0,Everyone,Simulation;Action & Adventure,2018-05-22,1.4.12,4.1 and up
Candy Bomb,FAMILY,4.4,42145.0,20M,10000000.0,Free,0.0,Everyone,Casual;Brain Games,2018-04-07,2.9.3181,4.0.3 and up
ROBLOX,FAMILY,4.5,4449910.0,67M,100000000.0,Free,0.0,Everyone 10+,Adventure;Action & Adventure,2018-07-31,2.347.225742,4.1 and up
Jewels Crush- Match 3 Puzzle,FAMILY,4.4,14774.0,19M,1000000.0,Free,0.0,Everyone,Casual;Brain Games,2018-07-23,1.9.3901,4.0.3 and up
Coloring & Learn,FAMILY,4.4,12753.0,51M,5000000.0,Free,0.0,Everyone,Educational;Creativity,2018-07-17,1.49,4.0.3 and up
Mahjong,FAMILY,4.5,33983.0,22M,5000000.0,Free,0.0,Everyone,Puzzle;Brain Games,2018-02-08,1.24.3181,4.0.3 and up
Super ABC! Learning games for kids! Preschool apps,FAMILY,4.6,20267.0,46M,1000000.0,Free,0.0,Everyone,Educational;Education,2018-07-16,1.1.6.7,4.1 and up
Toy Pop Cubes,FAMILY,4.5,5761.0,21M,1000000.0,Free,0.0,Everyone,Casual;Brain Games,2018-04-07,1.8.3181,4.0.3 and up
Educational Games 4 Kids,FAMILY,4.3,11618.0,39M,5000000.0,Free,0.0,Everyone,Educational;Education,2018-03-04,2.4,4.1 and up
Candy Pop Story,FAMILY,4.7,12948.0,23M,1000000.0,Free,0.0,Everyone,Casual;Brain Games,2018-05-24,2.0.3165,2.3 and up
Solitaire,FAMILY,4.4,685.0,26M,100000.0,Free,0.0,Everyone,Card;Brain Games,2018-07-16,1.7.101,4.1 and up
Princess Coloring Book,FAMILY,4.5,9779.0,39M,5000000.0,Free,0.0,Everyone,Education;Creativity,2018-02-25,1.2.8,4.0 and up
Hello Kitty Nail Salon,FAMILY,4.2,369378.0,24M,50000000.0,Free,0.0,Everyone,Casual;Pretend Play,2018-04-17,1.5,4.1 and up
Candy Smash,FAMILY,4.5,11436.0,15M,1000000.0,Free,0.0,Everyone,Casual;Brain Games,2018-04-17,2.2.3169,4.0.3 and up
Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150.0,20M,500000.0,Free,0.0,Everyone,Casual;Brain Games,2018-01-02,1.0.3122,4.0.3 and up
Dog Run - Pet Dog Simulator,FAMILY,4.7,48615.0,24M,10000000.0,Free,0.0,Everyone,Simulation;Action & Adventure,2018-05-22,1.4.12,4.1 and up
Princess Adventures Puzzles,FAMILY,4.4,382.0,44M,500000.0,Free,0.0,Everyone,Education;Creativity,2018-01-08,1.1.0,2.3 and up
Kids Educational Game 3 Free,FAMILY,4.3,24936.0,38M,5000000.0,Free,0.0,Everyone,Educational;Education,2018-05-16,3.1,4.1 and up
Puzzle Kids - Animals Shapes and Jigsaw Puzzles,FAMILY,4.6,1109.0,52M,1000000.0,Free,0.0,Everyone,Educational;Brain Games,2018-07-18,1.0.6,4.1 and up
Coloring book moana,FAMILY,3.9,974.0,14M,500000.0,Free,0.0,Everyone,Art & Design;Pretend Play,2018-01-15,2.0.0,4.0.3 and up
Baby Panda Care,FAMILY,4.2,108795.0,49M,10000000.0,Free,0.0,Everyone,Educational;Pretend Play,2018-06-15,8.25.10.00,4.0.3 and up
Kids Educational :All in One,FAMILY,4.5,1455.0,8.9M,500000.0,Free,0.0,Everyone,Education;Education,2018-01-02,2.7,2.3 and up
Toca Kitchen 2,FAMILY,4.5,1014822.0,56M,50000000.0,Free,0.0,Everyone,Educational;Pretend Play,2017-06-29,1.2.3-play,4.1 and up
PJ Masks: Moonlight Heroes,FAMILY,4.4,86961.0,99M,10000000.0,Free,0.0,Everyone,Casual;Action & Adventure,2018-05-06,2.0.1,4.0.3 and up
Learn To Draw Glow Flower,FAMILY,4.4,7320.0,10M,1000000.0,Free,0.0,Everyone,Entertainment;Education,2017-07-07,1.0.1,4.0.3 and up
Bubble Shooter,FAMILY,4.4,59843.0,20M,5000000.0,Free,0.0,Everyone,Puzzle;Brain Games,2018-09-01,2.3.3122,2.3 and up
Draw.ly - Color by Number Pixel Art Coloring,FAMILY,4.4,18616.0,10M,1000000.0,Free,0.0,Everyone,Casual;Education,2018-05-08,1.0.9,4.0.3 and up
Baby puzzles,FAMILY,4.3,11950.0,19M,5000000.0,Free,0.0,Everyone,Educational;Education,2018-12-07,6.1,4.0.3 and up
Garden Fruit Legend,FAMILY,4.6,4289.0,33M,500000.0,Free,0.0,Everyone,Casual;Brain Games,2018-07-31,3.5.3183,4.0.3 and up
Barbie™ Fashion Closet,FAMILY,4.1,68286.0,85M,10000000.0,Free,0.0,Everyone,Casual;Creativity,2018-07-30,1.3.7,4.1 and up
Candy Day,FAMILY,4.5,11716.0,48M,1000000.0,Free,0.0,Everyone,Casual;Brain Games,2018-03-08,8.4.3180,4.0 and up
Learn To Draw Glow Princess,FAMILY,4.5,3323.0,9.6M,1000000.0,Free,0.0,Everyone,Casual;Pretend Play,2017-07-14,1.0.1,4.0.3 and up
Barbie Magical Fashion,FAMILY,4.0,328619.0,15M,10000000.0,Free,0.0,Everyone,Casual;Creativity,2017-06-10,2.2,4.1 and up
Piano Kids - Music & Songs,FAMILY,4.6,46741.0,50M,10000000.0,Free,0.0,Everyone,Music;Music & Video,2018-03-08,1.73,4.0.3 and up
Farming Simulator 14,FAMILY,4.5,530854.0,51M,10000000.0,Free,0.0,Everyone,Simulation;Action & Adventure,2017-07-17,1.4.4,2.3.3 and up
Educational Games for Kids,FAMILY,4.5,7050.0,24M,1000000.0,Free,0.0,Everyone,Educational;Education,2018-05-27,2,4.0 and up
No.Draw - Colors by Number 2018,FAMILY,4.5,235906.0,13M,10000000.0,Free,0.0,Everyone,Entertainment;Brain Games,2018-07-29,1.2.0,4.1 and up
Fruit Boom,FAMILY,4.4,17753.0,16M,1000000.0,Free,0.0,Everyone,Casual;Brain Games,2018-05-25,2.2.3172,4.0.3 and up
Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,432.0,63M,100000.0,Free,0.0,Everyone 10+,Educational;Education,2018-07-27,1.0.89,4.4 and up
Strawberry Shortcake Ice Cream Island,FAMILY,4.2,32029.0,15M,5000000.0,Free,0.0,Everyone,Casual;Pretend Play,2017-06-11,1.2,4.1 and up
Rhythm Patrol,FAMILY,4.3,4207.0,26M,100000.0,Free,0.0,Everyone,Music;Music & Video,2018-07-23,2.180723,4.1 and up
Kiddopia - Preschool Learning Games,FAMILY,4.5,64.0,81M,10000.0,Free,0.0,Everyone,Educational;Education,2018-07-18,1.1.2,5.0 and up
Toca Mystery House,FAMILY,4.2,96.0,79M,5000.0,Paid,3.99,Everyone,Educational;Creativity,2018-06-14,1.0.1,4.4 and up
Papumba Academy - Fun Learning For Kids,FAMILY,4.4,496.0,94M,100000.0,Free,0.0,Everyone,Education;Education,2018-11-07,1,4.2 and up
Super ABC! Learning games for kids! Preschool apps,FAMILY,4.6,20267.0,46M,1000000.0,Free,0.0,Everyone,Educational;Education,2018-07-16,1.1.6.7,4.1 and up
Drawing for Kids Learning Games for Toddlers age 3,FAMILY,4.6,29436.0,43M,1000000.0,Free,0.0,Everyone,Educational;Education,2018-03-21,2.0.5.0,4.1 and up
Baby Panda’s Juice Shop,FAMILY,4.5,19230.0,45M,5000000.0,Free,0.0,Everyone,Educational;Brain Games,2018-12-07,8.25.10.01,4.0.3 and up
Dr. Panda Restaurant 3,FAMILY,4.2,11126.0,91M,1000000.0,Free,0.0,Everyone,Educational;Pretend Play,2018-03-23,1.6.4,4.1 and up
LEGO® Friends: Heartlake Rush,FAMILY,4.5,23671.0,91M,1000000.0,Free,0.0,Everyone,Arcade;Pretend Play,2018-07-31,1.2.0,4.1 and up
Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4.6,9652.0,53M,1000000.0,Free,0.0,Everyone,Educational;Education,2018-07-16,2.0.7.4,4.1 and up
Henry Danger Crime Warp,FAMILY,4.6,9626.0,28M,1000000.0,Free,0.0,Everyone,Action;Action & Adventure,2018-07-02,1.1,4.4 and up
Thomas & Friends: Race On!,FAMILY,4.1,29319.0,26M,5000000.0,Free,0.0,Everyone,Casual;Action & Adventure,2018-05-18,2.4,4.4 and up
Super School: Educational Kids Games & Rhymes,FAMILY,4.5,1791.0,56M,500000.0,Free,0.0,Everyone,Education;Education,2018-02-06,5.3.11,5.0 and up
Fruit Cube Blast,FAMILY,4.6,9199.0,80M,500000.0,Free,0.0,Everyone,Puzzle;Brain Games,2018-03-08,1.2.7,4.1 and up
Toddler Kids Puzzles PUZZINGO,FAMILY,4.6,14014.0,60M,1000000.0,Free,0.0,Everyone,Education;Education,2018-06-07,7.32,4.0.3 and up
Dr. Panda Town: Vacation,FAMILY,3.8,10366.0,78M,1000000.0,Free,0.0,Everyone,Education;Pretend Play,2018-07-24,1.2.1,4.1 and up
Leo and Tig,FAMILY,4.5,47644.0,27M,1000000.0,Free,0.0,Everyone,Adventure;Action & Adventure,2018-05-31,10.18053,4.0.3 and up
Fuzzy Seasons: Animal Forest,FAMILY,4.8,12137.0,63M,100000.0,Free,0.0,Everyone 10+,Simulation;Pretend Play,2018-06-08,149,4.1 and up
Montessori Preschool,FAMILY,3.9,237.0,26M,100000.0,Free,0.0,Everyone,Education;Education,2018-12-07,1.7.2,4.1 and up
Kids Corner: Interactive Tales and Games for kids,FAMILY,4.5,6404.0,46M,500000.0,Free,0.0,Everyone,Educational;Brain Games,2018-07-16,1.8.3,4.1 and up
Cutie Cubies,FAMILY,4.4,6356.0,83M,500000.0,Free,0.0,Everyone,Puzzle;Creativity,2018-04-07,1.180702,4.1 and up
My Little Princess : Stores,FAMILY,4.3,169.0,60M,5000.0,Paid,2.99,Everyone,Educational;Pretend Play,2018-05-25,1.08,4.1 and up
Sago Mini Big City,FAMILY,4.2,8.0,44M,1000.0,Paid,3.99,Everyone,Education;Pretend Play,2018-09-07,1.1,4.4 and up
Pinkalicious Party,FAMILY,3.0,2.0,82M,500.0,Paid,2.99,Everyone,Educational;Creativity,2018-06-25,1.5.0,4.1 and up
ROBLOX,FAMILY,4.5,4450855.0,67M,100000000.0,Free,0.0,Everyone 10+,Adventure;Action & Adventure,2018-07-31,2.347.225742,4.1 and up
PJ Masks: Moonlight Heroes,FAMILY,4.4,86961.0,99M,10000000.0,Free,0.0,Everyone,Casual;Action & Adventure,2018-05-06,2.0.1,4.0.3 and up
Dog Run - Pet Dog Simulator,FAMILY,4.7,48701.0,24M,10000000.0,Free,0.0,Everyone,Simulation;Action & Adventure,2018-05-22,1.4.12,4.1 and up
Moana Island Life,FAMILY,4.1,15246.0,78M,1000000.0,Free,0.0,Everyone,Simulation;Action & Adventure,2017-12-07,3.2.473.202,4.0 and up
Farming Simulator 14,FAMILY,4.5,530904.0,51M,10000000.0,Free,0.0,Everyone,Simulation;Action & Adventure,2017-07-17,1.4.4,2.3.3 and up
My Oasis - Calming and Relaxing Idle Clicker Game,FAMILY,4.6,106750.0,94M,1000000.0,Free,0.0,Everyone,Simulation;Action & Adventure,2018-06-29,1.221,4.1 and up
My Little Pony Rainbow Runners,FAMILY,4.3,33785.0,16M,5000000.0,Free,0.0,Everyone,Casual;Action & Adventure,2017-12-20,1.3,4.1 and up
Extreme Racing 2 - Real driving RC cars game!,FAMILY,4.3,4207.0,93M,500000.0,Free,0.0,Everyone,Racing;Action & Adventure,2017-08-31,1.1.9,4.1 and up
Cars: Lightning League,FAMILY,4.5,58795.0,77M,10000000.0,Free,0.0,Everyone,Racing;Action & Adventure,2018-05-21,1.6,4.0.3 and up
Little Panda Run,FAMILY,4.2,3235.0,32M,1000000.0,Free,0.0,Everyone,Educational;Action & Adventure,2018-06-20,8.25.10.00,4.0.3 and up
Snoopy's Town Tale - City Building Simulator,FAMILY,4.2,47031.0,58M,1000000.0,Free,0.0,Everyone,Simulation;Action & Adventure,2018-07-30,3.2.4,4.4 and up
Car Racing game for Kids - Beepzz Dogs ??,FAMILY,4.4,131.0,48M,100000.0,Free,0.0,Everyone,Racing;Action & Adventure,2018-06-13,1.1.1,4.2 and up
Pony Friends ?? - Beepzz racing game for kids,FAMILY,4.5,114.0,69M,50000.0,Free,0.0,Everyone,Racing;Action & Adventure,2018-06-13,1.4.3,4.2 and up
LEGO® Juniors Create & Cruise,FAMILY,4.1,673203.0,73M,50000000.0,Free,0.0,Everyone,Educational;Action & Adventure,2018-01-19,6.7.5222,4.1 and up
Xtreme Racing 2018 - Jeep & 4x4 off road simulator,FAMILY,4.2,2178.0,99M,500000.0,Free,0.0,Everyone,Racing;Action & Adventure,2017-08-23,1.0.8,4.1 and up
Thomas & Friends: Go Go Thomas,FAMILY,4.1,175625.0,16M,10000000.0,Free,0.0,Everyone,Racing;Action & Adventure,2017-11-22,1.4,4.1 and up
Ninja Dash - Ronin Jump RPG,FAMILY,4.7,8508.0,54M,500000.0,Free,0.0,Everyone 10+,Arcade;Action & Adventure,2018-02-08,1.1.23,4.0.3 and up
Paw Patrol by ShuffleCards,FAMILY,4.3,3484.0,56M,1000000.0,Free,0.0,Everyone,Entertainment;Action & Adventure,2017-07-03,1.0.1,4.0 and up
Plants vs. Zombies™ Heroes,FAMILY,4.4,379415.0,68M,10000000.0,Free,0.0,Everyone,Casual;Action & Adventure,2018-06-26,1.28.01,4.1 and up
Transformers Rescue Bots: Disaster Dash,FAMILY,4.4,19245.0,25M,1000000.0,Free,0.0,Everyone,Casual;Action & Adventure,2018-03-28,1.3,4.1 and up
Mcqueen Coloring pages,FAMILY,0.0,65.0,7.0M,100000.0,Free,0.0,Everyone,Art & Design;Action & Adventure,2018-07-03,1.0.0,4.1 and up
PAC-MAN Pop,FAMILY,4.3,24877.0,54M,5000000.0,Free,0.0,Everyone,Puzzle;Action & Adventure,2018-06-20,2.1.6579,4.1 and up
Monster Truck Driver & Racing,FAMILY,4.4,765.0,51M,1000000.0,Free,0.0,Everyone,Education;Action & Adventure,2017-01-19,1.0.9,2.3 and up
Strawberry Shortcake BerryRush,FAMILY,4.3,525552.0,48M,10000000.0,Free,0.0,Everyone,Action;Action & Adventure,2017-10-15,1.2.3,2.3 and up
Little Fire Station,FAMILY,4.2,3762.0,44M,1000000.0,Free,0.0,Everyone,Education;Action & Adventure,2018-02-07,1.47,4.3 and up
Ice Cream Jump,FAMILY,4.2,141363.0,8.7M,10000000.0,Free,0.0,Everyone,Casual;Action & Adventure,2018-01-21,1.20.2,2.3 and up
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584.0,91M,10000000.0,Free,0.0,Everyone,Simulation;Action & Adventure,2018-02-08,3.2.0h,4.0.3 and up
Turbo FAST,FAMILY,4.3,1329192.0,97M,50000000.0,Free,0.0,Everyone,Racing;Action & Adventure,2017-04-10,2.1.20,2.3.3 and up
My Little Pony: Harmony Quest,FAMILY,4.1,148295.0,26M,10000000.0,Free,0.0,Everyone,Casual;Action & Adventure,2018-05-03,1.6,4.1 and up
Transformers Rescue Bots: Hero Adventures,FAMILY,4.2,41273.0,16M,5000000.0,Free,0.0,Everyone,Adventure;Action & Adventure,2018-05-07,1.5,4.1 and up
Equestria Girls,FAMILY,4.3,392596.0,53M,10000000.0,Free,0.0,Everyone,Role Playing;Action & Adventure,2016-07-22,37893,4.0 and up
DC Super Hero Girls™,FAMILY,4.3,43060.0,95M,5000000.0,Free,0.0,Everyone,Action;Action & Adventure,2018-06-29,2.8.0,4.0 and up
Disney Crossy Road,FAMILY,4.5,514088.0,83M,10000000.0,Free,0.0,Everyone,Arcade;Action & Adventure,2018-05-30,3.200.18289,4.4 and up
Touch Racing 2 - Mini RC Race,FAMILY,4.1,41867.0,78M,1000000.0,Free,0.0,Everyone,Racing;Action & Adventure,2017-05-18,1.4.2.1,2.3.3 and up
Toca Kitchen 2,FAMILY,4.5,1014846.0,56M,50000000.0,Free,0.0,Everyone,Educational;Pretend Play,2017-06-29,1.2.3-play,4.1 and up
Doctor Pets,FAMILY,4.2,23060.0,21M,1000000.0,Free,0.0,Everyone,Educational;Education,2018-07-26,1.19,4.1 and up
Supermarket – Game for Kids,FAMILY,4.4,112080.0,26M,10000000.0,Free,0.0,Everyone,Casual;Pretend Play,2018-07-26,1.24,4.1 and up
Supermarket Manager: Cashier Simulator Kids Games,FAMILY,4.0,15489.0,60M,1000000.0,Free,0.0,Everyone,Casual;Pretend Play,2017-11-10,2.4.9,4.0 and up
Kids Animals Jigsaw Puzzles ??,FAMILY,4.1,51895.0,22M,10000000.0,Free,0.0,Everyone,Educational;Brain Games,2018-06-16,18.1,4.2 and up
DC Super Hero Girls™,FAMILY,4.3,43060.0,95M,5000000.0,Free,0.0,Everyone,Action;Action & Adventure,2018-06-29,2.8.0,4.0 and up
Strawberry Shortcake BerryRush,FAMILY,4.3,525552.0,48M,10000000.0,Free,0.0,Everyone,Action;Action & Adventure,2017-10-15,1.2.3,2.3 and up
Inside Out Thought Bubbles,FAMILY,4.4,623398.0,58M,10000000.0,Free,0.0,Everyone,Puzzle;Brain Games,2017-08-31,1.22.0,4.0.3 and up
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584.0,91M,10000000.0,Free,0.0,Everyone,Simulation;Action & Adventure,2018-02-08,3.2.0h,4.0.3 and up
Monster High™,FAMILY,4.1,66661.0,22M,5000000.0,Free,0.0,Everyone,Casual;Pretend Play,2018-02-02,5.2,4.1 and up
Cute Pet Puppies,FAMILY,4.0,10447.0,36M,1000000.0,Free,0.0,Everyone,Simulation;Action & Adventure,2016-02-18,1.0.4,2.3 and up
Frozen Free Fall,FAMILY,4.3,1574197.0,37M,50000000.0,Free,0.0,Everyone,Puzzle;Action & Adventure,2018-07-27,6.7.0,4.2 and up
Monster High™ Minis Mania,FAMILY,4.6,19170.0,70M,1000000.0,Free,0.0,Everyone,Strategy;Action & Adventure,2017-03-15,1.4.2,4.0.3 and up
Shopkins World!,FAMILY,4.3,169609.0,34M,10000000.0,Free,0.0,Everyone,Arcade;Action & Adventure,2018-06-13,3.6.1,4.1 and up
Monica Toy TV,FAMILY,4.7,6188.0,49M,500000.0,Free,0.0,Everyone 10+,Entertainment;Music & Video,2018-03-04,1.6.4,4.1 and up
Toy Guitar with songs for kids,FAMILY,4.3,1369.0,9.8M,500000.0,Free,0.0,Everyone,Music & Audio;Music & Video,2016-05-03,1.0.3,2.3 and up
Endless Numbers,FAMILY,4.4,2952.0,37M,500000.0,Free,0.0,Everyone,Education;Education,2018-06-19,1.2.0,5.1 and up
Sworkit Kids - Fitness Meets Fun,FAMILY,4.7,9856.0,55M,100000.0,Free,0.0,Everyone,Health & Fitness;Education,2016-02-02,1.1.1,4.0 and up
Earth to Luna! Watch and Play,FAMILY,3.9,10753.0,84M,1000000.0,Free,0.0,Everyone,Educational;Education,2018-07-23,2.5.6,4.1 and up
Nancy Drew Codes and Clues,FAMILY,4.1,154.0,16M,10000.0,Free,0.0,Everyone,Educational;Education,2017-01-13,2.0.0,4.1 and up
Masha and the Bear Child Games,FAMILY,4.1,288523.0,92M,10000000.0,Free,0.0,Everyone,Adventure;Education,2018-08-05,2.7.4,4.0 and up
codeSpark Academy & The Foos,FAMILY,4.1,4522.0,57M,500000.0,Free,0.0,Everyone,Educational;Education,2018-06-21,2.19.01,4.1 and up
Toca Life: City,FAMILY,4.7,31100.0,24M,500000.0,Paid,3.99,Everyone,Education;Pretend Play,2018-06-07,1.5-play,4.4 and up
LEGO® Friends,FAMILY,4.4,854.0,6.9M,10000.0,Paid,4.99,Everyone,Casual;Pretend Play,2015-01-12,Varies with device,4.0.3 and up
My Little Work – Garage,FAMILY,4.3,560.0,44M,10000.0,Paid,3.99,Everyone,Casual;Education,2015-06-17,2.0.1,2.3 and up
"Alizay, pirate girl",FAMILY,4.5,197.0,11M,1000.0,Paid,2.99,Everyone,Casual;Action & Adventure,2017-03-23,4.0.2,2.3 and up
Word Search Games in english,FAMILY,4.3,63186.0,16M,10000000.0,Free,0.0,Everyone,Puzzle;Brain Games,2018-12-07,7.5,4.0.3 and up
Chess Free,FAMILY,4.3,23772.0,17M,5000000.0,Free,0.0,Everyone,Board;Brain Games,2017-02-08,1.15.3028.0,2.3 and up
Tic Tac Toe,FAMILY,4.1,6007.0,18M,1000000.0,Free,0.0,Everyone,Board;Action & Adventure,2017-03-07,1.6.3028.0,2.3 and up
Dominos Game ??,FAMILY,4.1,2903.0,16M,1000000.0,Free,0.0,Everyone,Board;Brain Games,2018-05-07,5.2,4.1 and up
Checkers ??,FAMILY,4.1,3617.0,19M,1000000.0,Free,0.0,Everyone,Board;Brain Games,2018-07-24,4.0.2,4.1 and up
Crazy Colors: Bubbles Matching,FAMILY,4.6,3063.0,1.6M,100000.0,Free,0.0,Everyone,Board;Brain Games,2018-05-24,2.9.7,3.0 and up
Chess for Kids - Play & Learn,FAMILY,4.1,3234.0,47M,100000.0,Free,0.0,Everyone,Puzzle;Brain Games,2018-05-15,2.2.3,4.1 and up
Block Puzzle : Night in Egypt,FAMILY,4.4,276.0,16M,50000.0,Free,0.0,Everyone,Puzzle;Brain Games,2017-12-09,1.2.16,2.3 and up
Mosaic puzzles,FAMILY,4.4,1595.0,14M,500000.0,Free,0.0,Everyone,Puzzle;Brain Games,2018-04-07,2.8,4.0.3 and up
RISK: Global Domination,FAMILY,4.0,68559.0,75M,5000000.0,Free,0.0,Everyone,Board;Action & Adventure,2018-07-31,1.19.56.434,4.4 and up
Pino chess,FAMILY,4.8,61.0,25M,1000.0,Free,0.0,Everyone,Casual;Brain Games,2017-01-26,0.1.0,4.0 and up
Chess PRO Free,FAMILY,3.8,1123.0,5.7M,100000.0,Free,0.0,Everyone,Board;Brain Games,2016-08-09,4.2,2.3 and up
All-in-One Mahjong 3 FREE,FAMILY,4.5,566.0,17M,50000.0,Free,0.0,Everyone,Board;Brain Games,2018-06-13,20180609,4.0 and up
Hactar Go,FAMILY,4.8,97.0,3.5M,1000.0,Paid,2.99,Everyone,Board;Brain Games,2018-03-30,2.4.15,4.0 and up
All-in-One Mahjong 3,FAMILY,4.4,38.0,16M,100.0,Paid,0.99,Everyone,Board;Brain Games,2018-06-14,20180609,4.0 and up
World Racers family board game,FAMILY,4.8,4.0,42M,100.0,Paid,0.99,Everyone,Board;Pretend Play,2015-03-09,1.1,5.1 and up
SweetLand — Family Board Game,FAMILY,4.2,38.0,47M,1000.0,Paid,0.99,Everyone,Casual;Pretend Play,2014-11-14,1.2,2.3.3 and up
Steam: Rails to Riches,FAMILY,4.2,214.0,67M,5000.0,Paid,4.99,Everyone,Board;Brain Games,2017-12-13,3.3.1,4.1 and up
Whoowasit? - Best kids game!,FAMILY,4.0,248.0,26M,5000.0,Paid,2.99,Everyone,Board;Action & Adventure,2018-07-24,1.6,4.1 and up
Lanterns: The Harvest Festival,FAMILY,4.7,185.0,72M,1000.0,Paid,4.99,Everyone,Board;Brain Games,2018-01-05,1.16.5,4.1 and up
Tsuro - The Game of the Path,FAMILY,4.7,2195.0,37M,10000.0,Paid,2.99,Everyone,Board;Brain Games,2016-02-08,1.3.3,2.3 and up
THE aMAZEing Labyrinth,FAMILY,3.9,1615.0,1.2M,10000.0,Paid,4.99,Everyone,Board;Brain Games,2016-09-02,1.0.3,4.0 and up
Chess and Mate,FAMILY,4.5,359.0,17M,5000.0,Paid,4.99,Everyone,Board;Brain Games,2015-12-08,2.0.5,2.3 and up
Kids Balloon Pop Game Free ??,FAMILY,4.1,38021.0,19M,10000000.0,Free,0.0,Everyone,Casual;Music & Video,2018-06-07,18.2,4.0.3 and up
Sounds for Toddlers FREE,FAMILY,4.4,6190.0,23M,1000000.0,Free,0.0,Everyone,Educational;Education,2015-08-24,1.7.1,4.0 and up
Elmo Calls by Sesame Street,FAMILY,3.9,6903.0,25M,1000000.0,Free,0.0,Everyone,Educational;Pretend Play,2018-01-31,2.0.7,2.3 and up
Sago Mini Friends,FAMILY,4.4,13155.0,83M,1000000.0,Free,0.0,Everyone,Education;Pretend Play,2016-06-16,1.3,4.0.3 and up
Papumba Academy - Fun Learning For Kids,FAMILY,4.4,496.0,94M,100000.0,Free,0.0,Everyone,Education;Education,2018-11-07,1,4.2 and up
Tee and Mo Bath Time Free,FAMILY,3.6,418.0,97M,100000.0,Free,0.0,Everyone,Educational;Education,2016-07-11,1.0.3,4.0.3 and up
Bita and the Animals - Pelos Ares,FAMILY,4.4,1160.0,37M,100000.0,Free,0.0,Everyone,Education;Music & Video,2013-05-22,1,2.2 and up
TO-FU Oh!SUSHI,FAMILY,4.1,59917.0,92M,5000000.0,Free,0.0,Everyone,Education;Pretend Play,2018-07-31,2.3,4.4 and up
DreamWorks Friends,FAMILY,3.6,1042.0,48M,100000.0,Free,0.0,Everyone,Role Playing;Pretend Play,2017-04-08,2.5,4.3 and up
Avokiddo Emotions,FAMILY,4.6,73.0,12M,1000.0,Paid,2.99,Everyone,Education;Pretend Play,2018-05-21,1.7.0,4.0.3 and up
Nighty Night Circus,FAMILY,4.3,382.0,15M,10000.0,Paid,2.99,Everyone,Education;Action & Adventure,2017-07-03,2.6,2.3 and up
Sago Mini Babies,FAMILY,4.5,253.0,83M,10000.0,Paid,3.99,Everyone,Education;Pretend Play,2016-10-28,1.1,4.0.3 and up
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396.0,9.5M,50000.0,Paid,3.99,Everyone,Casual;Pretend Play,2014-09-12,1.8,4.0 and up
Kids Balloon Pop Game Free ??,FAMILY,4.1,38021.0,19M,10000000.0,Free,0.0,Everyone,Casual;Music & Video,2018-06-07,18.2,4.0.3 and up
Sounds for Toddlers FREE,FAMILY,4.4,6190.0,23M,1000000.0,Free,0.0,Everyone,Educational;Education,2015-08-24,1.7.1,4.0 and up
Elmo Calls by Sesame Street,FAMILY,3.9,6903.0,25M,1000000.0,Free,0.0,Everyone,Educational;Pretend Play,2018-01-31,2.0.7,2.3 and up
Sago Mini Friends,FAMILY,4.4,13155.0,83M,1000000.0,Free,0.0,Everyone,Education;Pretend Play,2016-06-16,1.3,4.0.3 and up
Papumba Academy - Fun Learning For Kids,FAMILY,4.4,496.0,94M,100000.0,Free,0.0,Everyone,Education;Education,2018-11-07,1,4.2 and up
Tee and Mo Bath Time Free,FAMILY,3.6,418.0,97M,100000.0,Free,0.0,Everyone,Educational;Education,2016-07-11,1.0.3,4.0.3 and up
Bita and the Animals - Pelos Ares,FAMILY,4.4,1160.0,37M,100000.0,Free,0.0,Everyone,Education;Music & Video,2013-05-22,1,2.2 and up
TO-FU Oh!SUSHI,FAMILY,4.1,59917.0,92M,5000000.0,Free,0.0,Everyone,Education;Pretend Play,2018-07-31,2.3,4.4 and up
DreamWorks Friends,FAMILY,3.6,1042.0,48M,100000.0,Free,0.0,Everyone,Role Playing;Pretend Play,2017-04-08,2.5,4.3 and up
Avokiddo Emotions,FAMILY,4.6,73.0,12M,1000.0,Paid,2.99,Everyone,Education;Pretend Play,2018-05-21,1.7.0,4.0.3 and up
Nighty Night Circus,FAMILY,4.3,382.0,15M,10000.0,Paid,2.99,Everyone,Education;Action & Adventure,2017-07-03,2.6,2.3 and up
Sago Mini Babies,FAMILY,4.5,253.0,83M,10000.0,Paid,3.99,Everyone,Education;Pretend Play,2016-10-28,1.1,4.0.3 and up
