,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,796,718,998,393,699,718,219,,
Iter,2,180,494,478,867,413,468,330,,
Iter,3,60,898,450,468,707,46,292,,
Iter,4,186,78,501,414,209,215,540,,
Iter,5,63,423,700,416,281,50,837,,
Average,806,184,120,672,742,393,15,147,,
Maximum,539,690,618,958,156,351,306,440,,
Std.Dev.,429,186,829,428,807,683,466,887,,
Total,586,-,-,-,-,426,90,514,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,562,453,899,934,69,368,596,,
Iter,2,332,881,67,799,874,679,56,,
Iter,3,15,325,779,882,670,473,6,,
Iter,4,847,571,83,494,303,334,729,,
Iter,5,377,187,950,722,874,420,823,,
Average,947,782,392,170,948,896,622,951,,
Maximum,745,21,568,507,459,365,148,767,,
Std.Dev.,249,296,826,797,701,518,220,93,,
Total,356,-,-,-,-,261,67,295,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,818,37,225,6,856,848,616,,
Iter,2,543,60,135,198,833,702,881,,
Iter,3,887,738,592,525,992,654,742,,
Iter,4,774,714,96,397,649,802,345,,
Iter,5,226,438,46,563,228,328,619,,
Average,7,378,923,868,762,500,560,373,,
Maximum,244,540,417,280,539,41,189,256,,
Std.Dev.,420,365,559,764,583,55,914,85,,
Total,190,-,-,-,-,738,433,847,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,483,37,479,327,524,492,781,,
Iter,2,948,119,959,526,245,46,274,,
Iter,3,81,332,669,957,975,237,586,,
Iter,4,340,688,343,266,806,194,554,,
Iter,5,802,58,287,927,855,270,831,,
Average,805,484,244,577,17,713,109,73,,
Maximum,641,504,738,328,908,562,779,661,,
Std.Dev.,572,662,987,780,758,319,296,323,,
Total,251,-,-,-,-,830,216,699,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,825,452,863,880,758,343,662,,
Iter,2,125,78,692,683,848,740,576,,
Iter,3,473,45,867,580,743,156,610,,
Iter,4,126,222,314,386,170,170,110,,
Iter,5,853,359,594,43,585,573,780,,
Average,690,266,829,189,398,579,737,380,,
Maximum,218,253,573,266,575,216,317,676,,
Std.Dev.,684,156,917,387,749,6,238,276,,
Total,273,-,-,-,-,473,411,715,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,632,50,907,804,572,552,606,,
Iter,2,438,897,251,606,651,37,393,,
Iter,3,758,70,654,84,32,722,340,,
Iter,4,185,725,638,663,624,951,628,,
Iter,5,491,892,196,853,357,460,382,,
Iter,6,171,863,344,790,607,682,799,,
Average,477,216,394,950,581,860,148,543,,
Maximum,443,933,759,349,492,505,868,523,,
Std.Dev.,27,612,49,320,131,698,753,847,,
Total,672,-,-,-,-,644,638,637,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,882,336,748,852,261,579,33,,
Iter,2,607,641,366,933,944,795,731,,
Iter,3,788,414,805,726,40,356,758,,
Iter,4,212,271,856,429,666,76,289,,
Iter,5,256,155,861,4,555,221,354,,
Average,620,232,623,292,148,318,706,642,,
Maximum,594,476,238,778,158,285,377,479,,
Std.Dev.,354,951,333,362,629,556,793,248,,
Total,924,-,-,-,-,390,120,248,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,330,904,888,739,755,618,499,,
Iter,2,493,717,725,393,109,139,530,,
Iter,3,373,612,123,702,377,525,457,,
Average,369,555,290,972,78,89,299,49,,
Maximum,456,450,772,175,1000,940,502,26,,
Std.Dev.,179,443,774,386,185,109,462,916,,
Total,367,-,-,-,-,262,598,306,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,231,862,501,435,595,490,775,,
Average,679,53,565,243,264,754,7,101,,
Maximum,550,497,635,133,278,587,322,535,,
Std.Dev.,999,767,455,698,882,439,207,344,,
Total,465,-,-,-,-,66,775,591,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,953,597,175,425,95,529,305,,
Iter,2,697,311,982,386,414,14,538,,
Iter,3,603,428,606,534,765,980,215,,
Average,970,990,370,455,480,493,514,885,,
Maximum,667,552,838,885,756,869,147,974,,
Std.Dev.,686,557,599,572,388,760,752,803,,
Total,670,-,-,-,-,341,605,340,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,387,293,797,943,52,114,766,,
Iter,2,988,21,90,829,271,878,420,,
Iter,3,504,861,748,700,462,867,155,,
Average,732,931,546,421,162,943,449,582,,
Maximum,106,566,211,653,180,32,778,310,,
Std.Dev.,596,227,176,300,850,895,972,111,,
Total,829,-,-,-,-,366,305,915,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,947,652,724,974,624,206,202,,
Iter,2,787,393,47,102,711,402,614,,
Iter,3,404,122,687,964,892,938,171,,
Average,827,30,373,53,18,887,470,81,,
Maximum,775,240,241,809,859,639,729,996,,
Std.Dev.,526,698,425,312,318,575,952,157,,
Total,901,-,-,-,-,343,895,750,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,381,806,116,577,471,72,440,,
Iter,2,796,294,702,712,887,353,518,,
Iter,3,11,439,744,720,694,85,653,,
Average,81,783,739,288,315,195,863,76,,
Maximum,916,665,919,575,436,693,417,443,,
Std.Dev.,487,29,161,44,750,415,88,787,,
Total,890,-,-,-,-,565,563,937,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,630,17,344,237,891,392,47,,
Iter,2,16,585,907,289,614,898,613,,
Iter,3,4,236,805,799,277,748,389,,
Iter,4,63,578,85,687,502,338,471,,
Average,540,224,42,933,848,199,587,7,,
Maximum,969,57,348,820,344,391,762,157,,
Std.Dev.,137,949,139,760,680,810,893,250,,
Total,856,-,-,-,-,142,730,514,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,963,710,950,73,545,988,699,,
Iter,2,726,396,807,48,571,107,77,,
Iter,3,552,837,992,897,429,48,177,,
Average,134,520,909,45,256,94,17,407,,
Maximum,721,332,426,291,185,142,831,514,,
Std.Dev.,469,355,228,936,436,210,334,370,,
Total,371,-,-,-,-,222,402,809,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,309,100,318,653,913,629,210,,
Iter,2,91,627,879,848,85,915,713,,
Iter,3,720,176,335,458,159,105,813,,
Iter,4,877,799,986,866,882,211,880,,
Average,91,139,663,859,584,959,677,821,,
Maximum,278,658,644,130,717,309,826,749,,
Std.Dev.,526,197,734,838,995,276,937,876,,
Total,836,-,-,-,-,571,618,671,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,337,652,664,495,774,373,682,,
Iter,2,375,878,126,344,556,925,366,,
Iter,3,290,852,634,43,467,326,562,,
Iter,4,704,923,734,77,766,827,76,,
Average,717,704,524,681,236,465,991,900,,
Maximum,525,689,979,528,747,378,946,155,,
Std.Dev.,837,998,838,525,8,11,817,478,,
Total,830,-,-,-,-,852,698,78,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,637,465,596,40,120,493,977,,
Iter,2,899,684,18,975,435,193,547,,
Iter,3,528,392,115,796,548,541,923,,
Iter,4,159,299,833,312,199,190,163,,
Iter,5,747,590,748,672,283,313,393,,
Average,174,865,352,704,516,110,790,216,,
Maximum,678,460,833,95,116,564,182,687,,
Std.Dev.,552,202,780,738,865,495,382,593,,
Total,682,-,-,-,-,733,652,411,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,152,601,654,36,245,639,374,,
Iter,2,915,451,976,995,889,704,136,,
Iter,3,637,388,1,405,653,896,676,,
Iter,4,557,887,709,364,194,287,143,,
Iter,5,577,174,422,386,800,31,305,,
Average,70,780,182,174,653,67,584,374,,
Maximum,848,843,200,458,663,888,578,300,,
Std.Dev.,860,145,576,353,872,823,136,721,,
Total,236,-,-,-,-,921,580,418,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,803,889,554,988,482,568,783,,
Iter,2,927,597,825,37,927,379,206,,
Iter,3,847,396,535,628,537,940,558,,
Iter,4,582,64,540,969,780,743,927,,
Iter,5,921,149,421,810,838,763,816,,
Average,208,52,827,380,103,640,169,604,,
Maximum,458,1,954,844,348,621,817,575,,
Std.Dev.,216,703,72,612,348,668,348,184,,
Total,613,-,-,-,-,192,156,813,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,341,197,769,4,104,646,275,,
Iter,2,328,857,208,994,173,900,787,,
Iter,3,866,964,968,103,166,850,787,,
Iter,4,681,340,852,861,29,911,593,,
Iter,5,88,196,321,698,82,398,409,,
Average,584,126,842,452,744,491,10,629,,
Maximum,169,660,825,798,772,514,835,539,,
Std.Dev.,349,2,688,681,365,860,827,174,,
Total,883,-,-,-,-,383,710,280,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,53,277,831,515,49,484,940,,
Iter,2,87,478,860,479,666,692,690,,
Iter,3,400,397,660,678,670,802,442,,
Iter,4,218,48,427,734,850,949,668,,
Iter,5,462,694,518,296,146,656,837,,
Average,597,637,949,282,451,894,359,759,,
Maximum,378,250,753,266,930,433,204,124,,
Std.Dev.,781,498,932,716,498,320,873,96,,
Total,368,-,-,-,-,21,762,125,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,383,683,761,175,705,48,785,,
Iter,2,17,427,527,709,68,109,510,,
Iter,3,814,749,393,643,402,63,794,,
Average,188,768,943,635,275,44,244,931,,
Maximum,280,826,911,658,235,321,1,284,,
Std.Dev.,137,589,871,154,357,258,933,661,,
Total,583,-,-,-,-,260,376,940,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,142,343,405,97,768,194,355,,
Iter,2,624,660,15,570,795,497,692,,
Iter,3,863,857,909,67,709,102,521,,
Average,521,525,360,881,238,747,459,86,,
Maximum,462,872,70,824,17,951,587,613,,
Std.Dev.,121,625,382,49,8,298,181,53,,
Total,59,-,-,-,-,843,833,399,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,514,411,624,794,556,178,664,,
Iter,2,687,34,380,951,40,745,243,,
Iter,3,742,19,30,663,489,498,450,,
Average,454,34,104,941,402,325,181,882,,
Maximum,191,819,388,685,637,259,54,868,,
Std.Dev.,570,263,707,162,198,536,952,86,,
Total,947,-,-,-,-,94,832,101,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,278,474,514,78,622,284,428,,
Iter,2,517,852,729,439,729,999,137,,
Iter,3,253,386,132,440,737,810,121,,
Iter,4,194,91,392,520,72,62,586,,
Iter,5,583,954,675,326,666,838,899,,
Average,301,804,605,776,945,213,172,221,,
Maximum,518,112,990,634,445,557,491,192,,
Std.Dev.,699,839,816,390,950,99,536,766,,
Total,858,-,-,-,-,663,873,954,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,434,962,707,871,177,569,500,,
Iter,2,719,988,838,446,155,521,45,,
Iter,3,495,393,39,206,890,572,60,,
Iter,4,368,866,294,548,16,192,849,,
Iter,5,415,95,505,303,510,769,807,,
Average,437,921,278,45,903,978,677,398,,
Maximum,967,909,132,658,225,536,907,744,,
Std.Dev.,169,551,156,892,486,477,594,88,,
Total,223,-,-,-,-,562,448,572,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,249,431,260,818,97,397,792,,
Iter,2,572,522,713,656,39,773,146,,
Iter,3,260,556,877,745,779,135,569,,
Iter,4,679,859,388,433,294,897,619,,
Iter,5,619,911,814,162,171,444,169,,
Average,414,648,232,904,990,426,445,301,,
Maximum,955,970,766,888,462,527,988,858,,
Std.Dev.,374,52,906,168,757,882,821,845,,
Total,789,-,-,-,-,338,58,801,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,924,442,439,37,229,604,212,,
Iter,2,850,356,216,269,385,445,268,,
Iter,3,406,85,607,356,425,967,882,,
Iter,4,555,605,160,131,381,639,408,,
Iter,5,887,682,340,343,747,875,265,,
Average,608,595,699,517,681,634,460,184,,
Maximum,164,180,298,160,204,520,9,382,,
Std.Dev.,128,217,171,96,882,879,584,592,,
Total,783,-,-,-,-,520,15,690,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,768,821,370,217,623,892,734,,
Average,385,436,642,268,215,899,426,311,,
Maximum,346,892,813,778,260,982,991,334,,
Std.Dev.,10,972,915,594,685,294,11,672,,
Total,445,-,-,-,-,924,372,658,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,254,524,142,415,945,630,472,,
Iter,2,310,731,209,299,795,114,89,,
Average,970,192,344,576,393,92,204,18,,
Maximum,941,797,421,180,503,537,99,114,,
Std.Dev.,902,59,203,611,377,890,701,764,,
Total,173,-,-,-,-,143,59,54,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,25,875,440,470,819,536,672,,
Iter,2,18,376,756,591,505,813,980,,
Iter,3,95,457,986,896,267,660,549,,
Average,384,728,940,860,654,891,747,242,,
Maximum,615,682,893,582,789,432,532,8,,
Std.Dev.,234,8,665,601,748,514,225,715,,
Total,967,-,-,-,-,98,533,265,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,466,453,394,934,61,352,310,,
Iter,2,980,97,679,408,67,935,949,,
Iter,3,877,825,204,507,762,876,154,,
Average,140,760,927,662,959,119,703,447,,
Maximum,766,868,975,230,461,400,41,432,,
Std.Dev.,11,806,556,257,589,406,323,246,,
Total,398,-,-,-,-,74,847,823,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,927,914,320,243,574,745,218,,
Iter,2,224,328,646,978,899,711,27,,
Iter,3,230,370,64,396,258,282,466,,
Average,671,234,456,970,39,238,479,702,,
Maximum,338,723,333,807,259,660,835,748,,
Std.Dev.,385,265,383,446,159,142,747,378,,
Total,89,-,-,-,-,940,249,808,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,291,857,898,733,125,720,18,,
Average,853,669,91,547,656,761,743,62,,
Maximum,497,307,646,709,281,260,552,17,,
Std.Dev.,378,181,141,646,88,805,744,186,,
Total,736,-,-,-,-,193,262,455,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,950,541,542,873,696,36,188,,
Average,510,370,164,734,637,439,389,152,,
Maximum,970,178,173,360,359,161,609,557,,
Std.Dev.,329,730,662,605,756,899,323,407,,
Total,650,-,-,-,-,637,808,548,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,941,703,286,961,871,340,754,,
Iter,2,49,494,38,33,171,284,468,,
Iter,3,772,60,288,772,299,947,314,,
Average,881,819,149,777,82,403,616,816,,
Maximum,523,716,137,824,270,232,733,290,,
Std.Dev.,726,357,799,133,826,359,124,660,,
Total,367,-,-,-,-,935,151,446,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,109,748,142,961,649,799,184,,
Iter,2,9,33,316,975,571,877,567,,
Iter,3,339,625,685,215,439,553,405,,
Average,113,530,310,296,489,49,672,406,,
Maximum,72,907,694,895,173,897,58,19,,
Std.Dev.,644,537,542,742,76,920,742,895,,
Total,22,-,-,-,-,83,111,324,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,128,467,393,381,272,80,629,,
Iter,2,728,266,23,998,413,538,300,,
Iter,3,389,137,90,596,107,615,584,,
Average,492,299,665,614,765,498,639,105,,
Maximum,615,702,316,400,385,261,844,695,,
Std.Dev.,25,745,330,117,59,378,411,503,,
Total,354,-,-,-,-,852,128,838,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,854,927,403,126,750,614,41,,
Iter,2,464,831,318,13,385,158,283,,
Iter,3,505,603,710,342,108,219,977,,
Average,442,944,868,996,708,845,296,762,,
Maximum,697,998,749,36,833,454,535,896,,
Std.Dev.,473,701,997,286,651,726,946,983,,
Total,704,-,-,-,-,771,212,402,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,940,314,147,937,682,438,772,,
Iter,2,669,65,955,620,766,685,905,,
Average,688,208,178,924,992,174,988,296,,
Maximum,98,642,725,659,113,184,232,101,,
Std.Dev.,63,160,897,861,794,573,218,156,,
Total,214,-,-,-,-,617,597,131,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,70,660,199,116,57,650,899,,
Iter,2,876,195,140,949,702,636,36,,
Iter,3,568,426,286,179,785,700,899,,
Average,174,221,487,208,583,786,338,726,,
Maximum,181,305,143,978,809,271,16,750,,
Std.Dev.,644,558,444,285,465,689,415,517,,
Total,457,-,-,-,-,871,823,866,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,559,779,912,385,411,991,908,,
Iter,2,689,136,692,542,1,27,932,,
Average,621,631,976,895,197,340,988,971,,
Maximum,512,773,384,115,613,817,452,862,,
Std.Dev.,556,234,838,315,675,435,215,740,,
Total,306,-,-,-,-,265,551,57,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,635,374,321,801,724,94,985,,
Iter,2,313,333,537,824,464,694,823,,
Iter,3,202,94,697,991,170,548,846,,
Average,5,166,144,489,562,254,883,423,,
Maximum,686,861,371,192,33,108,951,628,,
Std.Dev.,968,804,622,690,428,836,69,269,,
Total,977,-,-,-,-,396,459,972,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,471,329,762,669,504,164,56,,
Iter,2,471,661,413,991,661,473,744,,
Average,468,187,784,899,686,108,609,857,,
Maximum,439,53,632,78,662,978,624,361,,
Std.Dev.,865,220,867,567,94,182,179,355,,
Total,178,-,-,-,-,559,643,727,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,963,641,219,224,86,454,430,,
Iter,2,20,969,453,227,148,507,85,,
Iter,3,447,537,479,349,684,805,534,,
Average,878,104,630,838,676,59,13,18,,
Maximum,806,899,843,892,256,555,441,467,,
Std.Dev.,556,488,247,915,618,297,49,827,,
Total,546,-,-,-,-,839,607,235,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,788,166,360,13,49,808,396,,
Iter,2,636,325,453,908,37,562,336,,
Iter,3,106,354,490,425,383,938,196,,
Iter,4,685,750,994,225,354,684,44,,
Iter,5,437,27,434,612,294,168,27,,
Iter,6,996,751,118,594,552,799,801,,
Average,283,642,7,926,381,984,203,297,,
Maximum,180,141,502,196,37,409,826,589,,
Std.Dev.,89,79,1,919,881,489,141,402,,
Total,986,-,-,-,-,449,895,475,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,984,390,848,720,84,600,30,,
Iter,2,716,541,46,403,386,160,481,,
Iter,3,424,458,18,208,456,297,363,,
Average,64,103,924,837,178,327,349,233,,
Maximum,573,412,233,990,169,640,917,504,,
Std.Dev.,312,999,20,482,407,875,859,698,,
Total,244,-,-,-,-,185,553,222,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,847,629,947,870,436,87,185,,
Iter,2,221,66,274,654,635,137,154,,
Iter,3,876,938,872,826,673,649,775,,
Iter,4,199,324,738,858,508,378,772,,
Iter,5,53,769,998,425,360,266,434,,
Iter,6,418,61,133,784,137,657,83,,
Average,37,653,156,23,868,123,370,880,,
Maximum,969,17,28,356,216,479,794,736,,
Std.Dev.,615,430,555,882,416,501,702,943,,
Total,982,-,-,-,-,521,188,543,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,266,101,229,231,259,569,824,,
Iter,2,964,961,9,602,419,215,658,,
Average,697,929,841,102,693,205,724,563,,
Maximum,478,896,150,511,76,617,975,820,,
Std.Dev.,581,390,137,376,442,81,716,49,,
Total,168,-,-,-,-,59,599,966,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,782,554,99,371,980,226,442,,
Iter,2,980,845,162,902,162,619,611,,
Iter,3,235,181,360,986,984,41,224,,
Average,367,910,469,483,785,839,296,43,,
Maximum,757,781,659,694,186,412,93,594,,
Std.Dev.,180,535,699,490,557,574,113,461,,
Total,534,-,-,-,-,71,797,558,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
